lable	test1_a
1	不都是始于颜值忠于人品嘛
1	希望姐妹嘴能长我身上哇哇哇哇哇
1	汶川大地震，我一个姑姑她们那个村子，一整个村子全部不见了，她也不见了
1	笑死了博主怼的太好了鼓掌
1	问女生一个问题，一个男生问你微信，无论对方长的多丑，你都不会报警吗
0	去世那个最终是要以医院开具的死亡证明为准，哪里是自己说了算，
1	不是吧姐妹你太帅了
0	蜜雪冰城那个冰淇淋那个我没听明白
1	我靠还会合上
1	我一个男生见了这种男的都想上去抽他两耳光
1	大师，我悟了
0	多少钱？想买个来吹灰
1	谁的头皮屑掉我手机屏幕里了
1	好吓人，感叹生命的脆弱
0	可以去讲一下宝矿力水特吗
0	第一个，不要死亡证明吗？
1	真的很想知道这种头发怎么烫啊
1	早知道高中就这样了
0	那天帅跟我说为啥课题组没人追我因为大家觉得我很有钱
1	姐妹多说点，对我乳腺好
1	你别说。疫情最严重的时候我怕我羊，床头就摆着五瓶这
1	我昨天也滑道
1	搭讪给人很不安全的感觉。人理解不了+恐惧。
1	教科书式破防
1	你的字好好看呀（旁边的笔记），黑色的笔有链接吗
1	哈哈哈哈还有超级色的是取代，已经看了两个超级色的的小故事了
1	其实是朋友比较会挑角度，我是放了一张美颜过得
1	刷着刷着，发现我有你老婆朋友圈
0	可能人家是老小区呢，没有地库不行么
0	说明这种女人日常开销挺大的，适合找富二代
1	这个回怼话术绝了姐妹尤其是最后一句
0	我妈也思想古板，但她想让我招上门女婿留在家给他们养老
1	我以前真的会因为男性朋友说我比其他女生好看沾沾自喜，汗流浃背了
1	笑死我了，这里有人学疯了
1	你试试维泡腾片
1	好标准的破防
1	这个男的好迷惑
1	看到这个我不由自主的想到那个要借救护车除颤仪的
1	心是我最爱喝的饮料
1	没有，现在基本稳定了
1	写入教材...
1	我也要这首歌我真的好喜欢好喜欢好喜欢
1	请问修片耐心吗？你们也拍的博主同款吗？
1	十年前上大学的时候
1	这个头发怎么卷的啊，有同款卷发棒吗
1	我前两天买5块钱了…之前不都3.5吗
1	教科书式破防
1	不稳定，见光易分解
1	什么没必要的观点明明就很好嘛
1	因为是波呀，上下起伏，地震波
1	你太酷了，美女
1	地震的那个声音真的直冲心灵，是那种深深的恐惧，大地吸走人的那种，我们这只是小震，那一下我都差点跪了
1	这个暗示好明显啊没对第八题做出回应那肯定就是要考
1	最好的人注定会到身边
0	不能说没有用
1	看这个好可怕
1	兑咖啡，柚美式
1	今年的第一场雪，我想和你一起看
1	去交罚款，警察说你这外地闯红灯视频不清楚，是你自己开的吗？我说：是的是的是的。估计能给人家气死，咋就遇到这么蠢一女的
1	一起变美美的
0	强迫症已阵亡。
1	每次都中计，
0	卧槽后面好恶心
1	看过一个让韩男选中国女明星的视频，红唇礼服热巴出来的时候个个瞠目结舌，觉得世界上竟然有真人长这么漂亮吗？然而选的时候没一个人选热巴，原因就是觉得太漂亮了会有“负担”人气最高的是青春俏皮风格的宋祖儿。
1	马上拿套卷子试试手
1	你怎么知道不是广呢
1	半佛老师居然小红书也有号
1	大早上看到这个，怎么比破防还破防啊
1	你要卖护发素吗
1	原来我的学习方法是错的怪不得错那么多
1	好好好，看来考研人的精神状态都挺良好的
0	《你不配谈恋爱》《我们男生都是见色起意》《你对我真就一点男女之间的心思都没有过？》《现在我女朋友的腿比你更白更长》笑死我了他好自信，自信哥
1	可能是之前上学上的我就是很认真的人，规定就是规定不会去违反或者钻空子，可是刚上班一年我就完全不一样了，明白了基本上规定都是可以打折扣的就看想不想会不会影不影响别人
1	我都不搭讪不管多好看我都不会去搭讪像性骚扰一样
1	我感觉这个就是我们国家的人情世故吧
1	我又不是做设计的。。你慢慢想
1	一看就要花好多钱，不花不行的那种
1	找到了六级听力秘诀
1	勇敢的人不会承认错误
1	看了半天原来是学习帖子
1	这哪里是雪，是亿万光年外星子落下的余晖
0	吸引渣男，美貌和智慧必须双出
0	螃蟹那个笑死了
1	我日我日我日
0	这个我真的笑晕了
1	想起来上次去看跳水，我问保安两场之间能出去嘛，他说不能，但我出去了再进也没管我
0	我们也是，拍照，人脸识别，还有定位
1	地震真的很恐怖，小学经历过，先听到轰隆隆巨响，然后房子、地都在晃动，当时太小了快震完才感觉可能是地震，5.4级已经晃动的很厉害了，不敢想象汶川那时候多恐怖
1	只有我关注博主的手吗？好细
1	要被自己浪漫死了文案好搞笑
1	哈哈哈哈我好喜欢你回的啊学到了
1	我会更严重，就纯喝水，多喝水
1	快看这个人他疯了
1	真的是捏！！！
1	我就说在互联网上能学到东西吧
0	头顶那块看的凹进去了，感觉好廉价
0	嘴壳子可以割玻璃
1	姐姐开班吗？我想学
1	因为这个333选择我都开始摆烂了
0	能借我玩玩吗看着都好玩
1	典中典
1	我被知识墙建了
1	小红书好像窃听了我们的对话
1	宇宙在下沉我们在恋爱
1	这是真的，因为我初中老师拿水溶做实验
0	先吹车牌，万一吹半天发现不是自己车呢
1	原来我一直学错了啊
1	又被骗进来了
1	最近天天刷到这种，救命（）
1	我需要吗？根本不
1	这么多年，难怪错这么多
1	笑死我了谢谢姐妹我现在心情美美哒
1	有画面感了直接吃人
1	我昨晚刚刚点赞过这个
1	有种我的世界的感觉
0	我是在开玩笑啊
1	啊啊我想看杀伤力高一点的反击啊啊啊啊
1	举报答案出错赢奖金
1	答案错误率有点高啊，这批主编审的不行
1	然而我还有男同事说过女生烫卷发就是为了勾引男的呢
0	我才不管有没有人来搭讪，我就想知道哪里能烫得出来这种效果的！！我遇到的都说这一次性的...
0	你出去，艾斯留下
1	你不知道半佛仙人
1	确实呀，人家能把自己长发保养那么好看精致，1得有钱2有时间3有品位。她这么保养自己本来就是一种值得尊敬的行为没毛病
1	你真的很浪漫，感觉至上
1	老人去世，如果子女知道密码的，先别忙着去办死亡证明注销户口，先拿身份证去所有银行跑一圈把钱取出来，能办的所有业务办了，再去注销户口。
0	最膈应不熟的男的发微信这个表情还微笑笑他大爷呢
1	怎么回，在线等！
1	但是他真的太甜了！甜的我齁嗓子
1	有点东西哈哈哈哈
1	我说我怎么考这么差，原来是老师阅卷阅错了
1	请问沸羊羊是什么意思啊？
1	太难喝酸啾啾的
1	这男的神金吧
0	正常男生也不会去搭讪陌生女生啊
1	这段解说太逗了上头了根本停不下来
1	笑死我了，你的每句话都能让他抓狂虽然没骂人，但是比骂人带给他的冲击更强
1	怎么拍的，怎么我每次都拍不出来
1	汶川地震的时候我一年级，我当时什么都不懂也不懂生死我只记得，当时我们全县基本不在家里睡觉，都是去广场和在路边没有高层家住的地方睡觉
1	我后来转剖的时候家属主动给了红包，所以麻醉也很好。只不过如果一开始就秒懂，那我可能就少受一道痛苦
1	说到心坎上了，劝删
1	那就买一瓶咱们三人喝一人满足100然后兑水糖也少了
1	是的，像锯那种巨大的树的轰鸣声。
1	我觉得算是，但你一定要问清不亲口承认对你有意思的话有风险
1	叮～浪漫送达
0	那你是不知道，我家亲戚还让把他儿子介绍给我姐妹，我姐妹家里贼有钱那种，他家俩儿子我直接拒绝，我说人家有钱的看不上家里穷的
0	盲猜在背后又开始说自己是纯爱战士沸羊羊了
1	你能聊这么久也是神奇啊
1	老婆看评论，其实人类在大自然面前真的很渺小，而且世界其实根本不在乎人类，不明白人类为什么还会傲慢的觉得自己是地球的主人，。
1	这玩意儿在南风没用，只有北方的雪能吹开
1	真不是，男女审美有差异，我之前认识一个妹子，觉得挺一般的，但是人家就是很受男的欢迎，就觉得她好看。我之前觉得一个妹子还不错，结果说起来身边的男的都觉得不行。自己的长相男的不喜欢就不喜欢呗，还非得踩一脚别人受欢迎的心里才舒服。
1	感觉自己要感冒之前，都会来一瓶，这让在外地上大学的我照顾好自己了四年
1	我高中男同学发信息给我说喜欢了我七年，高中三年毕业四年。每年发信息给我同学聚会我都说不去问题高中他明明有女朋友，而且我跟他女朋友不合，所以这位男同学也基本没跟我说过话。
1	主流审美还是温婉大方挂的
1	直接兑水喝就行，大家不要兑碳酸饮料，维和碳酸酸碱中合了，等于说喝了个寂寞！！
1	脸臭的才不好搭讪，我万年脸臭别人一看就很难搞直接不敢开始，但我每一段感情都会被很好对待，还挺好
1	超级好喝，是我唯一喜欢喝的饮料
1	买一个车罩和买一个吹风机，哪个贵？
1	我神经大条很难听懂
1	不是正看的起劲呢
0	暂时劝退了我的恋爱脑
1	可以，主打一个相信自己
1	教科书级别的破防
1	我觉得应该是因为我学校不好，估计越好的学校管的越松
0	学起来你太老实
1	那我直接买片
1	这个真的挺好，真变白
1	这是哪款包包啊
1	他破防了哈哈哈哈
1	我是甘肃的，汶川地震的那年我上幼儿园，那次地震完我们县放了三天假，全县搭帐篷住
1	是个狼灭，现在的版本我都酸的喝不了
1	我小时候邻居家的夫妻打架男的一拳过去打女的眼镜碎到眼睛里后来那个眼睛凹陷就有没有视力我不清楚，大儿子跟我同龄初中的时候还生老二我是佩服了。
1	每次给我的男性朋友推荐我喜欢的大美女他都说还行，然后给我分享一个在我看来的普通小美女说她好看，我真的…
0	这种人你还聊的下去啊？
1	治口腔溃疡是真的，每次口腔溃疡喝一瓶就好了不用像以前那样痛苦一个月了
1	哪里能买啊网上哪里买
1	同银行人，柜面存取钱五万及以上需要身份证，有些客户没带身份证，一直问他最多能存取多少钱，我说“五万及以上要身份证原件”他还一直问，听不懂话的一直问我要是能直接说我还一直重复“五万及以上需要身份证原件”干嘛
1	嗷嗷这个故事比较有意思哈哈哈
1	真的吗？我在国内的时候超爱喝
1	他破防得太典了吧简直按公式来的
1	12年前刚出那会也是4.5我就喜欢喝这个，觉得累的时候喝一瓶，但是蚕豆病人不能吃维，所以控制住不敢经常喝，偶尔喝也是觉得，它就是个饮料应该是没含多少维的，现在好了，我还喝不喝
1	其实驾照那个我觉得不至于，因为我考完驾照两年没上路，当初学那些其实也忘的差不多了其实好多人都是这样，考完了之后他不是立刻上路
1	第一眼高攀不起
1	之前听人解释过，水泥地表下面是泥土，地震的地层活动导致泥土会比较松散，再次合上的时候不是钢筋水泥那种硬物的直接挤压
1	想到前天的保安大叔哈哈哈哈已经是明示了
1	你回答的好完美，看着好爽
1	我真的服了我现在不敢在小红书吃瓜了
1	可以给个模版嘛，
1	买了吹出来是个夏利吹风机比车贵
1	我给解说点赞
1	哈哈哈宝子一开始觉得你和这种人说太多会浪费时间后来知道你是找乐子逗他破防爽多了
1	我有次某电商超市买了双鸡翅木筷子，拿到手发现看起来很脏（木色就是这样），但是商品页面原图看起来很漂亮。
1	有木有可能那是过劳肥
1	一个原则，别问，问就是不行
1	这个世界终究还是变成了我喜欢的样子大家一起发癫
1	我的天，我眼泪都出来了，感动的
0	救命，这男的发言透着一股蜜汁自信
1	山西的天气太离谱了，下雪前两天特别热
1	我有看到过想
1	笑死我也刷到想艾特你们来着
0	放一年了，拿出来刚要用，发现该充电了
1	我的天，吓人
1	啊宝贝什么红笔啊感觉很好用
1	只要能说出“原则上…”我就明白了
0	能不能把我的速腾吹成4
1	笑死我了，标准的破防流程
0	咱俩完全一样！但是这种人我懒得理哈哈哈哈，一起做没心没肺的懒人！
1	真的很可怕……
1	到底为什么会刷到
1	333啊，那就正常了
1	卧槽真给我吓到了
0	当时我就直接问为啥要我微信，后来看小哥哥没恶意就给了，第二天约不到我就删我了
1	评论里是不是很多南方人
1	他有对象还找你
1	还是你的脑子好使，下次我也这么干
1	有啥好搭讪的，你就算配她绰绰有余，但如果是搭讪的话，也可能是没事添堵，犯不上啊
1	笑死我被大学男同学说看着不好惹，驾驭不住，真是搞笑死了，所以我不知道有没有人喜欢我，也没人来搭讪我就觉得我没什么搭讪缘儿
1	草！我真是怕了他们了
1	收藏了，反复学习，反复观看
0	是谁的头皮屑快说！
1	好好好学废了
1	我刚好小时候喝的多
1	不结婚理由加一
1	一天一瓶佳宝酸奶+水溶100
1	这个头发没个千把块下不来
1	这答案出的不行呀错了好几个。
1	这博主咋能这么有才呢
1	哈哈哈哈这样舒服多了
1	最后…好…猥琐…可以立马删好友的程度…
1	一键查询考研人的精神状态
1	笑死我这个脑袋就反应不过来
1	他破防了还拉踩
1	脑子被知识硬闯了
0	碰到领不清的一根筋也是吃力的
1	这种大美女只有大帅哥敢搭讪吧
1	我忘了好像是宠爱
0	工作以后会发现在单位出轨同事的也是特别不起眼的那种多。
1	广东的孩子没见过雪
1	这种没几千万起步搞不下来
1	我就觉得水溶100很好喝
1	老师不是说过吗自己理解的答案才是正确答案
0	每一根头发丝都透露着精致
0	看起来像卖的
1	我只要一晕车或者吃撑了胃不舒服，喝这个就能缓解，胸口到胃就很顺了。而且得是喝柠檬的那一瓶。
1	让我看看谁是试卷的主人
0	行，开盲盒了属于是，我要开出一部贾老板的91各位要如何应对？
1	以为是动画情节，没想到是真的
1	666，帅，对没意思的就这样
1	我又没有低血糖。。
1	头发最能看出贵气与否，不像我一介草民
1	他是什么东西
1	我现在直接拉到最下面看是不是英语单词
1	我就特别喜欢喝这个，出去问我买什么饮料没选的都选它，没想到歪打正着
1	男生想一直给女生贴标签“搞笑女不配谈恋爱……”后面想贬低女生安慰自己没有达到目的
1	真的被惊艳到了
1	现在在小红书一不小心就背了一个单词愁死了
1	兄弟准备清华还是北大
1	别让我对象刷到
1	不懂就问。究竟是什么意思！！！！总能看到
1	6但是这单词意思和剧情好像没啥关联
0	没事我们可以背后骂
1	以前听过这句话，没听懂但是遇到了别人只说一句原则上不行的，那接下来……是不是得贿赂还是咋办啊
1	合成维吃多了不好癌症病人尤其不能吃哦
1	合理啊，我一个维泡腾片就450了，神药
0	你来干什么了来给我灌输你的理念？
1	我当初要出远门上学，还有三个月身份证就过期了，怕又要跑一趟就趁国庆回家办的，直接跟工作人员说我身份证丢了来补办
0	原因你自己已经说了，怕被说普信男
1	怎么拍出这样的效果
1	一直和男朋友说结婚一定要用这首歌，太好哭了
1	谢我是关注了一个相同的号
1	买得起帕美，为什么不买车库？
1	这种人他家里为什么不把他栓好
1	所以我觉得生气，无法理解她的想法
0	你开的怕那么罖
0	高尔夫车主表示不配拥有
1	味太重了，太酸太甜，我一般都兑水喝
1	最喜欢的饮料嘿嘿
1	居然半佛在这都有
1	这不喷射战士？
1	舅舅去世我妈带我姥姥去银行取钱银行不给取说只有本人能取后来我发个微博第二天银行好几个经理来登门道歉
1	要是不含糖就好了
1	因为这里能背影杀现实里看完也就这样
1	不单是领口大，那件衣服很垮，我后来穿出去玩怎么拍照都不好看，才发现那件衣服确实不行还露肩膀
1	参考答案主要就是个参考…具体还是得以咱自己为主
1	这种式学习太适合我了！！还想要更多
1	感冒了用它冲柠檬汁好得特别快
1	孩子半个月前支原体肺炎住院，必须住院才能开输液，晚上没有液，想回家，和护士说：我们晚上回家了明天早上再来。护士说：你没跟我说，我没听见啊。
1	昨儿晚上用卫生间的刮子弄了20分钟
1	喝过，最爱青橘口味，其次西柚
1	小时候能盯着屋檐滴下的雨盯一天
0	一回头天崩地裂水倒流
1	原来是这样做的，懂了懂了
1	骚知识用邪恶的办法闯进我的脑子里
1	建议出无糖的
1	精神状态遥遥领先
1	我们在超市做客服，消费满88可以免费领商场停车券。然后客服台有个手机直接扫码就可以领取，我们也不会去检查小票。那天有个女顾客一直说自己没有满88，我说满88您直接扫码就行，引导她扫码，她一直在那说没满。我又很忙，给我气的呀，我说那不行。给我整无语了都
1	我了解他，他是工作狂，特别讨厌浪费时间的人和事。除了春节几天，其他时间全年无休，没有周末，早八点到晚十点，全都在工作。
1	这种男的真的很炸裂
1	才意识到自己学错了
1	我喜欢那个青桔的酸酸的，晕车喝
1	闭一只眼看是3耶！！
1	我口腔溃疡喝一瓶这个，以毒攻毒，一天就好
1	雪落下的声音
1	看了你这个，我才想起来我去年为了吹雪也买了个妄我早晨我还用个纸板铲雪
1	定期存款是不是不可以？我记得好像要拍照
1	看前面只是感觉下头，看到有女朋友的时候，头直接下到太阳系外了
1	笑死我了我不觉得不解气耶，感觉好舒爽，这样直白的讲出一些扎他心的话，看他一点点破防
1	姐你也太会回了，感觉你是好有人格魅力的那种很冷静又理智的姐……好喜欢……
1	完了，刚刚对错答案了，重新看了一下，已经在剪一路生花了
0	后面算性骚扰了吧,
1	学会了考北大去了
1	打败答案成为答案
1	博主说话好好笑爱看！
1	我觉得是态度的问题我也怕事每次做坏事都被抓（你这个事件当时司机可能以为你就是想偷交钱如果你暗示司机你真的没钱了只有这么多了应该也能行）
1	这种按理说不是应该直接不甩时他，或者红色感叹号伺候吗
1	叫西门来不就行了
1	要不看看糖够几天的
1	好爽！姐妹好会说！
1	所以我一直不明白，那种八百年没说过话的，一上来就说什么我暗恋你好多年了，我们俩在一起吧，是凭什么觉得别人会跟你在一起
0	首先我承认我看姐妹儿的回复我爽到了。其次。其次我想想看看腿
1	张万森，下雪了
1	有种满天星辰向自己奔涌的感觉
1	主要是解酒快
1	原来是这样对答案啊我说怎么老考差呢
1	有自知之明，挺好
1	只记得故事了
1	宝子用的什么护发精油啊，真的超级美
1	床头刚放一瓶，结果就刷到了，是不是监视我了。
0	这种头发是什么卷
1	主打一个自欺欺人
1	维生素调月经？真的吗？痛经的我立刻去塞两瓶
0	这真不是一根么笑死我了
1	哈哈，同一个晚上刷到
1	甜吗我觉得挺酸的
1	典孝急乐蚌麻六字真言送你
1	那个看电视那个至于这样吗？别的我都多少理解，看电视跟自己家里人还是自己亲姑娘，拐个弯不累挺？
1	你但凡上个211也该在学校里见过很多美女，没念过就别臆想了
1	好像星星坠落
1	我刚刚还刷到了哈哈哈哈
1	钱不是我掉的，朋友妈妈一直暗示我是我掉的让我装起来，哈哈
1	好标准的破防
1	所以有时候真的厌蠢，那种听不懂的，非要较真的，什么事情都非要问得清清楚楚的，真的很累
1	科目三，最后停车第一次压线了，第二遍我看监考员摸了摸鼻子我立马踩了刹车，顺利通过
0	我外婆：你要找个厉害的好的男人嫁了
1	几下就破防了
1	前几天刚去了北川中学遗址，太惨了就剩一截楼梯了，后面的楼都被山埋了，走在他们那个地震遗址街道上真的无法想象他们当时的绝望和无力，好多楼都成汉堡一样一层一层的堆叠在一起根本没法救
1	哈哈哈我现在学小红书问她你婚姻里过得好吗？她蒙圈
1	哈哈哈先拉到最后
1	好邻居您早点下来清雪还能沾沾光
1	好一个反向对答案
1	水溶真的好喝啊
1	我真是吃一堑吃一堑吃一堑吃一堑吃一堑的就没长过智了
1	刚出的时候我和我妈几乎天天喝酸酸甜甜很好喝啊
1	特别齁，10年前已经被吹爆了一次了，现在这是反红了？
0	认真看完了谢谢！
1	很明显的暗示，奈何我太笨了听不出来，现在不说身份证号了，有个智能机器，直接扫脸识别到本人
1	我记得我小时候看过猪猪侠一部电影就是这个场景
1	啊？？？整个村子消失？？？
1	差评没记住单词意思
0	一个保管银行卡，一个保管身份证
1	我扮演金角大王你扮演孙悟空，我拿捆仙绳
1	对，我当时也这么想的。但是我当时就一毕业大学生，办了就是办了，他还追着而且死乞白赖的问
1	我怀孕时候就靠这玩意儿止吐。
1	我有次也是半天弄不好，身上又没带一毛钱，师傅看我实在是搞不好了，跟我说：你悄悄坐后面去！
0	太洋气了，一看就不好骗我就是那种看上去很好拿捏的
1	这么会改不要命啦
1	哈哈哈哈想要这张嘴
1	太会骂了，快来学
1	以色侍人者能得几时好
1	我会直接让他们自己来拿，关系好的不用他们说我也会送过去，
1	按我想法，换我肯定是搭讪我心动的女的，如果像你说的那种，也不是好掌控，而且乖乖女就是让人喜欢，搞的花里胡哨一看可能就是事多，倒贴都嫌麻烦，这是个人心里话，不爱听可以删了
1	晕车就想喝点酸的，来个柠檬的水溶就很不错
0	感觉像我碰到的男的…
1	这个世界终于变成了我想要的癫样
1	不愧是天秤女
1	“被客体注视”宝子你是不学哲学相关的
1	不过博主怼的也很了
1	美女更爱美女对吗
0	对他们喜欢搭讪乖乖女以为容易得手
1	之前还见过网友说，越是穿着暴露的女孩越安全，我也懵了，
1	素惹当时就不应该问本来之前就在那抽过
1	很好我赞同你这种人生观
1	看到都眼前一亮了。天杀的。你敢耍老子的
1	哈哈哈哈，最近好多这种，一本正经看完结果是教你记单词的
1	民科评论区的日常
1	真是一场酣畅淋漓的破防啊笑死了
1	就这一瓶水能让你去三甲医院内分泌科挂号看血糖
1	我觉得酸酸的老好喝了
1	有的有的，我当时在上小学，铁凳子是崴着坐，就是后两条凳子腿支点，我还在说谁啊一直晃我凳子，然后隔壁高一年级的已经冲下楼了，我们还在上课，才知道是地震，然后回家后就是铺天盖地的新闻。
1	其实欧美人喜欢感冒补充维，痛经也要你喝橙汁，这个玩意好像约等于了。
1	是初雪诶！！！
1	学会了，学会了
1	我只想说，发质是天生的。我这种发质真的再怎么弄都不行，而且越整越糟发膜用了又超超超容易头油
0	长这样的我都不好意思多看
1	别学了，万一真考上了呢
1	还好点进来直接跳到你的评论了
1	谢谢，乳腺舒服了
1	被男的笑死了
1	笑死我了真的
1	好标准的破防，感觉是按照标准来破防的
0	反正我两极分化评价，有人说我乖巧的不行，有人说我不好惹，你什么货色我什么脸色
0	我姑姑说我别结婚先帮助家里
1	怪不得地震会失踪
1	哈哈哈，自己深陷泥潭还想把别人拉进去
1	看这发质就知道很高贵
1	记得给答案打分，不然答案不知道它是不是答案
1	下面那个评论好可怕，就是声音重现那个
1	闭上左眼，用右眼靠近屏幕看，你会感谢我的
1	那为啥不直接吃，药店买真的很划算，相当于十辆泥头车直接创飞你，喝水溶100还得担心血糖呢
1	说的我都得买两箱
1	沙僧包里都是勇闯天涯哦
1	公交那个我遇到过，不过我后面弄好自己去扫码了
1	好看！这个头发的卷叫什么？有人看过教程吗
1	太牛了这回复，每一句都这么完美，啊！！开个班吧我想学
0	因为你不结婚他们没面子
1	难怪怀孕的时候只爱喝这个
1	打开全屏，闭上一只眼睛看，你会得到惊喜
1	乳腺被保护都一天
1	是让我羡慕的发量
1	我就知道上网能学到东西
1	本人晕车人坐车前没买瓶水溶100真的会哭
1	是吗？我觉得你说的不够全面
1	早上起床看到，上班路上就直接买了一瓶
1	治口腔溃疡宝宝多喝
1	就是这种，讲一堆劲爆的东西然后教你单词
1	天啊我第一次知道
1	我喝完一瓶就会拉肚子
1	给浪漫至死不渝的
0	我跑过两次，都是没刷上，结果真是倒大霉
1	骑电动车没戴头盔被交警抓了，交警问我，你是外省来淄博旅游的吗，我说不是！（其实我是外地在淄），交警又问我你有没有驾照？？我：有！！交警无语啦，上12123交罚款吧
0	那做手术都要打点吗还是只是生孩子
1	好好笑都是小孩子玩的
0	他意思是，有孩子的病倒了能伺候在病床上。
1	因为这种发色还有头发护理得上千
1	我想知道哪里可以搜到
1	反正不贵，试起来
0	那怎么认识新的人呀（认真发问
1	为什么不按规则来，非要占这种小便宜呢？不是很懂。
1	原来“改答案”一直是这个意思
1	绿的好喝我觉得酸酸的
1	我今年试试拍这个
0	我一直以为“其实我也看不上你，你真的很装”是个段子
0	一波三折的结束了
1	这下谁分的清你和爱因斯坦啊
1	也可以用这个
1	你不出书教我怎么骂人我不认可
1	何尝不是一种全对呢
1	晕车我确实好使
1	成分表咋样？我真的超爱脉动
1	请问这个发型是什么卷呀
1	码住，这才是对答案的正确方式
1	我和亲友两个女孩子晚上去完漫展又团建回来12点多钥匙不知道丢哪里去了
1	我天真以为这下应该不是单词了
1	别给我搞涨价了
0	有钱吗，没钱正常
1	笑死了今早的好心情是你给的谢谢你乳腺侠
1	脚踏实地所以很多地方，就是那是深洞，会传来人的呼喊升，进去勘探，发现什么都没有，那种深洞条件完全不可能存活人。
1	正在写选择题的，我把你的答案抄上去了
1	后面说那一老堆贬低别人的是在干嘛，是在安慰自己：没关系，追不上不是自己的错，追不上是福，幸好没追上，要是真追上了那还得了？！说不定追上了我就吃了大亏了！
1	这种是有钱人玩的，我们这种普通人怎么敢搭讪，会被说下头男的
1	我服了，下次我一定拉到底
1	没有喝过这么猛我都没有喝过以后试试哈哈哈哈
1	小美女经常被搭讪，大美人基本不会，我一个女的见到小美女都会想去逗逗她，但是如果是大美人我就不敢造次了。
1	明天就买来喝
1	口腔溃疡两瓶就好
0	说你的腿不是在性骚扰吗
1	人家偷改卷子，她偷改答案
1	我看过半佛这个视频
1	我去取房产证，工作人员问什么名字，我个傻子说:，我老公他没在，我代领可以吗？
1	轮到你全对了！
1	好歹毒的知识
1	吹之前:啥家庭啊用这个吹雪。字母漏出来以后:打扰了。
1	经过这几天的洗礼，我已经不是那个没心眼的我了，我会提前看结尾了
1	好卑鄙啊！！
1	在美国这种女生很容易被白男老男人搭讪....
1	学到了学到了
1	天呐地裂了又合上好恐怖啊
1	我就说我选出来的肯定是对的，要错就是答案错
1	姐妹我觉得你不骂脏话真的很棒！就是没有必要为这种人拉低自己的水平，但是又很完美地怼了他！
1	《你真的很装》怎么没这一句啊
1	这我现在都免疫了，八卦也好单词也罢，只要我不点开，我就不会上当
1	我就爱搭讪要个微信，我就喜欢看美女，觉得朋友圈多个美女看看挺好的，成功率几乎就十分之一的样子。后面更不要幻想能聊得来，几乎不可能。回头不把我删了都是人美心善的菩萨了
1	我想起去海伦斯，问能抽烟吗，服务员：问就不行
1	我靠我真服了，我这八卦的性子
1	我还挺喜欢（
1	上个大学思想还那么古板，大多男生思想依旧停留在过去
1	经常暗示办事人，但是有些人就是听不懂暗示，可是我不可能明着大白话和他说啊
1	张万森，下雪了
1	随后的果然学不正经的东西就是快
1	哈哈哈，交警小哥哥问我，你没带驾驶证是不是因为有电子驾驶证？我说，没有啊………
1	怎么说什么刷到什么
1	这个头发也太美了吧
1	这卷子你就批吧
1	我一直挺爱喝
1	能，我怀孕的时候都是整箱整箱买
1	他破防得非常经典
1	我怀孕的时候，天天要喝，用来止孕吐
1	我还上京东搜了一下结果发现鹊食不配
0	还以为你要教我英语呢
1	可能觉得自己配不上吧（瞎说的）
1	08年地震的时候我躲在桑树林里，抬头看远处的山和天，一直在快速地颠簸抖动。人根本站不稳，只能蹲下来，我当时都以为整个地球要翻过来了
1	但是糖分超级超级超级高
1	再来瓶康复新液漱漱口
1	这种我是绝对领会不了的
1	我一直不怎么害怕地震，福州小震习惯了所以没啥感觉还是很恐怖的
0	看见的一瞬间就是自卑
1	南方别想了，基本都是雨夹雪
1	怪不得之前坐班车就想喝
0	好像确实是比较好拿捏看起来乖乖的
1	江苏有身材好的妹子吗？有的话我去找一个
0	《高中我觉得最好看的女生是你》所以他骚扰你是为了引起你的注意吗有没有个男的过来解释一下到底是哪个脑残跟你们说你喜欢她你就去找她麻烦啊，谢谢
0	意思是你这一趟车就没有买到票吗？
1	不管是男是女，只要他长相好，在日常生活中就是会有人愿意创造机会跟人家互动。
1	_一路生花了
1	这种只有搞笑男能拿下
0	我的意思是你，我才会搭讪
1	一看这粉状的雪就知道很北
1	这头发真好看
1	哈哈哈你已经很会骂啦不过就算你分析自己也不用跟他说只会成为他攻击你的点
0	昨天刚听到的新见解这种亲戚说的话大家不用太在乎她催生你就说生明天就生催婚就说马上结明天就结
1	如何才能得到这个视频里的表情包呢？
1	因为他们也知道自己高攀不起
1	丹丹:我就是这么教你复试的?
1	特别会骂宝宝笑死我了
0	维泡腾片不行吗？
0	这是不是叫西门
0	博主放的是有网友自己做实验的结果是300
1	好佩服博主要我我真是一句话和他都聊不下去我就拉黑了
0	你也觉得我幽默？
1	考研应该很厉害吧
1	去酒店也是，如果不想登记就别在前台晃悠，直接坐电梯上去就行了。
1	直接说，我享福了一辈子，晚年那点罪是我应得的
1	有地下车库都不好使，难得还能下雪就停户外空旷为止赶紧的
1	我在淘宝买饭盒，我只买了一个，却给我发了两个，于是我反复确认订单，也查了京东唯品会，确定只有一个。后来我把多的饭盒卖给我同事，赚20块
1	有这功夫我都用扫雪掸子掸完五辆车了
1	……知识用很歹毒的方法钻进了我的大脑
0	救哈哈哈哈底下的评论
1	笑死我了我刚刷完这个
1	《》真的好看！！！！！就是因为这部剧才粉到李钟硕！太帅了！！！！！
